record_id,cccd_so,ho_va_ten,ngay_sinh,gioi_tinh,sdt_chinh,dia_chi_cu_tru,tinh_thanh,quoc_tich,ref_ext,so_phu,pid,tinh_trang_hn,trinh_do_hv,nghe_nghiep,noi_sinh,so_nguoi_phu_thuoc,ngay_cap_cccd,dan_toc,created_at
CIT-294848,038270093282,Bùi Thị Xuân,1970-04-05,Nữ,0842187967,"115 Hai Bà Trưng, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Nghệ An,Việt Nam,bui.thi.xuan360@yahoo.com,0361762915,038270093282,Ly hôn,Thạc sĩ,Kinh doanh tự do,Thái Nguyên,0,2022-09-08,H'Mông,2022-03-16
CIT-526774,038287309668,Trần Văn Thảo,1987-01-11,Nam,0596404262,"199 Hoàng Diệu, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên",Hà Nội,Việt Nam,tran.van.thao288@outlook.com,0839741829,038287309668,Góa,Thạc sĩ,Lập trình viên,Kiên Giang,3,2023-09-09,Nùng,2024-11-28
CIT-112705,051071489996,Bùi Thành Tâm,1971-04-27,Nam,0912787170,"409 Điện Biên Phủ, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",Hà Nội,Việt Nam,bui.thanh.tam456@outlook.com,0789060974,051071489996,Ly hôn,Tiến sĩ,Lập trình viên,Quảng Ninh,1,2024-02-24,Kinh,2024-06-28
CIT-211796,089001463837,Đặng Thị Dũng,2001-10-14,Nữ,0351612597,"88 Trần Phú, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",Bắc Ninh,Việt Nam,dang.thi.dung301@gmail.com,0886606737,089001463837,Góa,Thạc sĩ,Lập trình viên,Thái Nguyên,1,2017-08-13,Nùng,2024-11-28
CIT-269616,040292392194,Hoàng Thanh Toàn,1992-10-06,Nam,0389053817,"185 Trường Chinh, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,hoang.thanh.toan319@protonmail.com,0707454644,040292392194,Góa,Đại học,Kế toán,Thanh Hóa,5,2016-04-02,Nùng,2024-09-05
CIT-695512,011370226970,Đỗ Xuân Quân,1970-07-23,Nữ,0933596615,"368 Lý Thường Kiệt, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh",Quảng Ninh,Việt Nam,do.xuan.quan867@protonmail.com,0906529258,011370226970,Đã kết hôn,Tiến sĩ,Bác sĩ,Đồng Nai,5,2024-02-09,Mường,2024-07-17
CIT-704511,010191286764,Đỗ Thị Linh,1991-06-17,Nam,0399079991,"221 Nguyễn Huệ, Phường Bắc Sơn, TP. Sầm Sơn, Thanh Hóa",Ninh Bình,Việt Nam,do.thi.linh573@gmail.com,0974841906,010191286764,Ly hôn,Thạc sĩ,Bác sĩ,Hải Phòng,5,2016-05-12,Mường,2022-10-07
CIT-489015,082191979855,Huỳnh Văn Nga,1991-04-15,Nữ,0916071075,"8 Đinh Tiên Hoàng, Phường Ngọc Trạo, TP. Thanh Hóa, Thanh Hóa",Hải Dương,Việt Nam,huynh.van.nga370@outlook.com,0324871787,082191979855,Đã kết hôn,Đại học,Bác sĩ,Đồng Nai,5,2024-06-02,Kinh,2024-03-20
CIT-232270,015203337803,Phan Ngọc Toàn,2003-04-13,Nam,0861400196,"4 Lê Lợi, Phường An Phú, Huyện Thuận An, Bình Dương",Đà Nẵng,Việt Nam,phan.ngoc.toan684@gmail.com,0376481165,015203337803,Góa,Trung học phổ thông,Kinh doanh tự do,Đà Nẵng,4,2020-02-26,Tày,2023-06-13
CIT-191981,064087146082,Ngô Thành Yến,1987-12-20,Nam,0321786495,"336 Bà Triệu, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",An Giang,Việt Nam,ngo.thanh.yen682@outlook.com,0357792742,064087146082,Góa,Cao đẳng,Kế toán,Quảng Ninh,0,2015-09-09,Thái,2023-06-22
CIT-758607,089390994770,Đặng Thị Sơn,1990-05-02,Nam,0927086784,"36 Tô Hiến Thành, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",Cần Thơ,Việt Nam,dang.thi.son74@protonmail.com,0563343930,089390994770,Độc thân,Thạc sĩ,Kế toán,Đà Nẵng,4,2023-02-26,Mường,2023-08-12
CIT-130467,064162868713,Trần Thùy Nga,1962-10-31,Nam,0767936707,"312 Trường Chinh, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",Nghệ An,Việt Nam,tran.thuy.nga325@protonmail.com,0367942866,064162868713,Góa,Thạc sĩ,Lập trình viên,Hà Nội,1,2016-08-26,Tày,2022-05-19
CIT-246708,067170359965,Hồ Hữu Yến,1970-03-26,Nam,0918620445,"455 Tô Hiến Thành, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",Thái Nguyên,Việt Nam,ho.huu.yen598@hotmail.com,0853775217,067170359965,Đã kết hôn,Đại học,Bác sĩ,Nghệ An,2,2017-11-23,Thái,2024-12-01
CIT-837646,092395803989,Hoàng Phương Lan,1995-12-13,Nữ,0392948619,"114 Lê Lợi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Nghệ An,Việt Nam,hoang.phuong.lan25@protonmail.com,0336376671,092395803989,Góa,Thạc sĩ,Giáo viên,Hưng Yên,2,2022-11-17,Thái,2022-04-25
CIT-604870,089191817887,Ngô Thanh Nga,1991-05-03,Nữ,0353881158,"353 Lý Thường Kiệt, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình",Hà Nội,Việt Nam,ngo.thanh.nga978@outlook.com,0798851100,089191817887,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Bình Dương,5,2019-06-14,Mường,2022-02-16
CIT-661184,049274075980,Phạm Đức Hùng,1974-07-14,Nam,0706359899,"240 Trường Chinh, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình",Thừa Thiên Huế,Việt Nam,pham.duc.hung617@hotmail.com,0986299035,049274075980,Ly hôn,Trung học phổ thông,Bác sĩ,Bắc Ninh,5,2020-01-24,Thái,2022-06-24
CIT-578202,022390967224,Trần Thị Sơn,1990-04-18,Nam,0779853438,"202 Điện Biên Phủ, Phường Quang Trung, TP. Vinh, Nghệ An",Nghệ An,Việt Nam,tran.thi.son106@yahoo.com,0895893303,022390967224,Đã kết hôn,Cao đẳng,Kế toán,Hà Nội,0,2021-02-02,Kinh,2024-01-11
CIT-274198,094193606115,Phan Minh Bình,1993-05-02,Nữ,0569577793,"410 Đinh Tiên Hoàng, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",TP. Hồ Chí Minh,Việt Nam,phan.minh.binh700@protonmail.com,0762396276,094193606115,Đã kết hôn,Thạc sĩ,Kế toán,Nghệ An,2,2023-07-21,Thái,2023-12-16
CIT-747162,014081067164,Lê Đức An,1981-03-03,Nữ,0335948048,"425 Trần Phú, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",Nghệ An,Việt Nam,le.duc.an502@protonmail.com,0934512152,014081067164,Góa,Đại học,Giáo viên,Bình Dương,4,2023-03-15,Nùng,2023-11-02
CIT-481086,072090019210,Huỳnh Quốc Châu,1990-09-13,Nam,0349611200,"353 Phạm Văn Đồng, Thị trấn An Dương, Huyện An Dương, Hải Phòng",Bắc Ninh,Việt Nam,huynh.quoc.chau132@outlook.com,0704489513,072090019210,Độc thân,Trung học phổ thông,Kế toán,Nghệ An,0,2020-01-25,Tày,2022-09-22
CIT-839654,075166002957,Phạm Quốc Bình,1966-11-20,Nam,0823388160,"170 Bà Triệu, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",Hải Phòng,Việt Nam,pham.quoc.binh786@protonmail.com,0581505595,075166002957,Độc thân,Thạc sĩ,Kinh doanh tự do,Thái Nguyên,0,2019-09-25,H'Mông,2024-05-23
CIT-360811,074281009699,Bùi Anh Thảo,1981-02-19,Nam,0325265425,"33 Nguyễn Huệ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",Thanh Hóa,Việt Nam,bui.anh.thao447@outlook.com,0818789791,074281009699,Độc thân,Trung học phổ thông,Nông dân,Hải Dương,2,2023-11-05,Nùng,2023-11-10
CIT-526997,074074513594,Đặng Văn Dũng,1974-10-07,Nữ,0587926878,"67 Hoàng Diệu, Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương",Hải Phòng,Việt Nam,dang.van.dung368@gmail.com,0851304647,074074513594,Góa,Tiến sĩ,Kinh doanh tự do,Hải Phòng,5,2023-01-23,H'Mông,2023-02-04
CIT-832043,034291167559,Trần Quốc Hà,1991-10-10,Nam,0593234039,"258 Phạm Văn Đồng, Phường An Bình, TP. Rạch Giá, Kiên Giang",Quảng Ninh,Việt Nam,tran.quoc.ha664@outlook.com,0844942841,034291167559,Ly hôn,Đại học,Kỹ sư,Hải Dương,3,2019-07-16,Tày,2023-11-28
CIT-909068,060268048992,Hồ Xuân Việt,1968-11-25,Nam,0372942994,"164 Lê Văn Sỹ, Phường An Tảo, TP. Hưng Yên, Hưng Yên",Nghệ An,Việt Nam,ho.xuan.viet475@outlook.com,0707742191,060268048992,Độc thân,Cao đẳng,Giáo viên,Thừa Thiên Huế,2,2020-12-17,Khmer,2022-02-08
CIT-659569,095200841316,Phạm Văn Linh,2000-10-01,Nam,0972975230,"410 Hoàng Diệu, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",Cần Thơ,Việt Nam,pham.van.linh624@yahoo.com,0896510925,095200841316,Ly hôn,Đại học,Bác sĩ,TP. Hồ Chí Minh,2,2023-04-05,H'Mông,2023-12-24
CIT-736765,044374628709,Bùi Anh Quân,1974-05-29,Nam,0384160272,"10 Hoàng Diệu, Xã Hương Toàn, TX. Hương Trà, Thừa Thiên Huế",Hưng Yên,Việt Nam,bui.anh.quan422@yahoo.com,0945196218,044374628709,Ly hôn,Trung học phổ thông,Giáo viên,Thanh Hóa,0,2021-02-28,Khmer,2024-01-01
CIT-893261,094000836755,Đặng Hữu Quân,2000-11-21,Nam,0883816672,"104 Cách Mạng Tháng 8, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",An Giang,Việt Nam,dang.huu.quan63@gmail.com,0765568345,094000836755,Góa,Thạc sĩ,Giáo viên,Cần Thơ,5,2020-09-10,Nùng,2024-11-23
CIT-509380,001370294401,Bùi Hữu Yến,1970-03-12,Nam,0395134187,"239 Đinh Tiên Hoàng, Xã Bình Minh, Huyện Trảng Bom, Đồng Nai",Hưng Yên,Việt Nam,bui.huu.yen958@gmail.com,0784544080,001370294401,Góa,Tiến sĩ,Nông dân,Ninh Bình,1,2020-10-03,Thái,2024-11-14
CIT-346260,052264813634,Phan Bảo Uyên,1964-09-14,Nữ,0915072043,"241 Trường Chinh, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",Đồng Nai,Việt Nam,phan.bao.uyen631@protonmail.com,0845642138,052264813634,Ly hôn,Thạc sĩ,Lập trình viên,Hải Dương,2,2016-03-27,H'Mông,2022-03-30
CIT-546738,084100779949,Vũ Anh Toàn,2000-08-15,Nam,0906760621,"153 Điện Biên Phủ, Xã An Sơn, Huyện Nam Sách, Hải Dương",Ninh Bình,Việt Nam,vu.anh.toan706@outlook.com,0335347237,084100779949,Đã kết hôn,Đại học,Nông dân,Quảng Ninh,4,2020-10-13,Thái,2022-04-21
CIT-630874,080391381549,Vũ Phương Tuấn,1991-08-01,Nữ,0949512476,"169 Nam Kỳ Khởi Nghĩa, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",Kiên Giang,Việt Nam,vu.phuong.tuan388@outlook.com,0844658789,080391381549,Ly hôn,Trung học phổ thông,Công nhân,Quảng Ninh,0,2019-12-19,Nùng,2022-07-20
CIT-819409,095380098481,Ngô Thanh Quân,1980-11-20,Nam,0851428500,"199 Nguyễn Văn Cừ, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Bình Dương,Việt Nam,ngo.thanh.quan196@yahoo.com,0855739919,095380098481,Độc thân,Cao đẳng,Kế toán,Nghệ An,4,2021-08-04,Khmer,2023-11-28
CIT-296384,079090763410,Lê Bảo Mai,1990-08-06,Nam,0373319359,"82 Điện Biên Phủ, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa",Thái Nguyên,Việt Nam,le.bao.mai712@hotmail.com,0395777202,079090763410,Góa,Cao đẳng,Lập trình viên,TP. Hồ Chí Minh,1,2016-07-26,Tày,2023-05-19
CIT-742120,030363830693,Hoàng Thùy Sơn,1963-05-11,Nữ,0345077293,"177 Điện Biên Phủ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",TP. Hồ Chí Minh,Việt Nam,hoang.thuy.son38@gmail.com,0922904988,030363830693,Góa,Đại học,Giáo viên,Quảng Ninh,3,2018-06-20,Thái,2024-01-09
CIT-267895,038095803179,Bùi Thành Sơn,1995-11-07,Nam,0792564371,"375 Nguyễn Huệ, Phường An Thới, Quận Bình Thủy, Cần Thơ",Nghệ An,Việt Nam,bui.thanh.son31@outlook.com,0912734226,038095803179,Đã kết hôn,Cao đẳng,Bác sĩ,Kiên Giang,5,2017-08-28,Nùng,2022-02-24
CIT-803800,040272260395,Huỳnh Anh Long,1972-09-15,Nam,0817223984,"298 Phan Đình Phùng, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",TP. Hồ Chí Minh,Việt Nam,huynh.anh.long993@outlook.com,0776583965,040272260395,Góa,Trung học phổ thông,Công nhân,Đồng Nai,3,2023-08-13,Khmer,2023-10-01
CIT-529855,066170511871,Lý Phương Hùng,1970-05-30,Nam,0355409940,"267 Hai Bà Trưng, Phường Hưng Bình, TP. Vinh, Nghệ An",Thái Nguyên,Việt Nam,ly.phuong.hung580@outlook.com,0588115030,066170511871,Độc thân,Cao đẳng,Bác sĩ,Cần Thơ,0,2021-04-30,Mường,2024-02-07
CIT-734904,011377810820,Huỳnh Thanh An,1977-12-17,Nam,0938754886,"348 Đinh Tiên Hoàng, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",Bình Dương,Việt Nam,huynh.thanh.an58@yahoo.com,0775242142,011377810820,Ly hôn,Tiến sĩ,Kỹ sư,Thừa Thiên Huế,3,2021-09-20,Mường,2022-12-02
CIT-780581,074068578009,Lý Thị Nga,1968-03-06,Nam,0794879075,"81 Nguyễn Văn Cừ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Thanh Hóa,Việt Nam,ly.thi.nga116@gmail.com,0864763655,074068578009,Độc thân,Thạc sĩ,Giáo viên,Bình Dương,1,2019-09-08,Kinh,2022-04-24
CIT-585806,015199684057,Lý Bảo Giang,1999-09-04,Nữ,0824050619,"147 Tô Hiến Thành, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế",Kiên Giang,Việt Nam,ly.bao.giang503@protonmail.com,0943793657,015199684057,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Quảng Ninh,1,2016-10-12,Nùng,2024-11-27
CIT-541857,002093175543,Dương Ngọc Yến,1993-04-22,Nam,0835340035,"188 Lê Văn Sỹ, Xã Diễn Hồng, Huyện Diễn Châu, Nghệ An",Hưng Yên,Việt Nam,duong.ngoc.yen759@hotmail.com,0987851007,002093175543,Độc thân,Tiến sĩ,Kinh doanh tự do,Hà Nội,5,2019-10-14,H'Mông,2023-06-28
CIT-479361,026288185476,Vũ Đức Xuân,1988-02-26,Nữ,0778600893,"241 Hoàng Văn Thụ, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang",Kiên Giang,Việt Nam,vu.duc.xuan15@outlook.com,0325573210,026288185476,Góa,Đại học,Công nhân,Thừa Thiên Huế,3,2023-09-12,H'Mông,2022-04-19
CIT-260592,062300999812,Phan Thị Giang,2000-08-03,Nữ,0587692188,"263 Lý Thường Kiệt, Phường Mỹ Long, TP. Long Xuyên, An Giang",Thanh Hóa,Việt Nam,phan.thi.giang725@outlook.com,0813005319,062300999812,Góa,Trung học phổ thông,Kỹ sư,Hưng Yên,1,2024-09-15,Mường,2022-06-02
CIT-852075,034361764030,Đỗ Bảo Phúc,1961-06-29,Nữ,0324376662,"206 Cách Mạng Tháng 8, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Hải Dương,Việt Nam,do.bao.phuc993@protonmail.com,0892075486,034361764030,Đã kết hôn,Thạc sĩ,Nông dân,Quảng Ninh,0,2024-11-13,Tày,2023-06-22
CIT-818980,025276704906,Lê Bảo Việt,1976-03-11,Nữ,0377692591,"316 Phạm Văn Đồng, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",Bắc Ninh,Việt Nam,le.bao.viet535@outlook.com,0322988097,025276704906,Góa,Trung học phổ thông,Nông dân,Thanh Hóa,3,2024-10-12,Kinh,2024-01-22
CIT-157476,066080759725,Lê Văn Sơn,1980-12-17,Nữ,0831976688,"218 Phạm Văn Đồng, Phường Thanh Bình, TP. Hải Dương, Hải Dương",Ninh Bình,Việt Nam,le.van.son612@outlook.com,0943544537,066080759725,Ly hôn,Thạc sĩ,Giáo viên,TP. Hồ Chí Minh,2,2015-10-03,Kinh,2022-03-13
CIT-591763,001001709136,Lý Xuân Toàn,2001-07-01,Nam,0389327575,"15 Hai Bà Trưng, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang",Hà Nội,Việt Nam,ly.xuan.toan50@yahoo.com,0885849620,001001709136,Góa,Cao đẳng,Kế toán,Bình Dương,0,2015-12-02,Kinh,2022-12-19
CIT-779919,091376282098,Bùi Trung Sơn,1976-05-07,Nữ,0864859903,"384 Hoàng Diệu, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Bắc Ninh,Việt Nam,bui.trung.son355@yahoo.com,0905327097,091376282098,Đã kết hôn,Trung học phổ thông,Lập trình viên,Đà Nẵng,3,2018-03-10,Kinh,2023-12-17
CIT-931882,030079986875,Ngô Ngọc Hùng,1979-10-10,Nữ,0374148315,"445 Điện Biên Phủ, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Nghệ An,Việt Nam,ngo.ngoc.hung760@protonmail.com,0947363941,030079986875,Độc thân,Thạc sĩ,Kỹ sư,An Giang,2,2018-11-07,Mường,2022-07-01
CIT-480811,060073838796,Ngô Phương Quân,1973-07-05,Nữ,0919660586,"140 Nguyễn Văn Cừ, Phường Mỹ Xuyên, TP. Long Xuyên, An Giang",TP. Hồ Chí Minh,Việt Nam,ngo.phuong.quan217@hotmail.com,0913867485,060073838796,Ly hôn,Trung học phổ thông,Nhân viên văn phòng,Thừa Thiên Huế,2,2017-12-23,Thái,2022-02-24
CIT-370990,042185191530,Bùi Hữu Toàn,1985-01-08,Nữ,0796324047,"303 Đinh Tiên Hoàng, Phường An Thới, Quận Bình Thủy, Cần Thơ",Hải Phòng,Việt Nam,bui.huu.toan93@gmail.com,0892188167,042185191530,Ly hôn,Thạc sĩ,Kinh doanh tự do,An Giang,4,2021-03-18,Nùng,2023-10-21
CIT-704897,025263866913,Bùi Minh Hà,1963-06-05,Nữ,0399389951,"371 Bà Triệu, Phường Hà Khánh, TP. Hạ Long, Quảng Ninh",Bắc Ninh,Việt Nam,bui.minh.ha899@gmail.com,0583479617,025263866913,Góa,Đại học,Bác sĩ,Ninh Bình,4,2020-07-21,Nùng,2022-10-02
CIT-702350,052173862596,Nguyễn Quốc Mai,1973-04-19,Nữ,0383364015,"498 Nguyễn Trãi, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Kiên Giang,Việt Nam,nguyen.quoc.mai458@hotmail.com,0901082541,052173862596,Ly hôn,Cao đẳng,Kế toán,Thừa Thiên Huế,0,2020-05-27,Nùng,2023-06-01
CIT-580259,026363082336,Đỗ Thùy Hà,1963-08-13,Nam,0986636289,"177 Lý Thường Kiệt, Phường An Bình, TP. Rạch Giá, Kiên Giang",Bình Dương,Việt Nam,do.thuy.ha457@outlook.com,0969803619,026363082336,Góa,Thạc sĩ,Nhân viên văn phòng,Hải Dương,2,2018-09-11,Khmer,2023-06-13
CIT-104478,008103291121,Lý Thùy Long,2003-05-09,Nam,0564574029,"493 Tô Hiến Thành, Phường Quang Trung, TP. Vinh, Nghệ An",Nghệ An,Việt Nam,ly.thuy.long713@outlook.com,0862073783,008103291121,Đã kết hôn,Đại học,Kinh doanh tự do,Thái Nguyên,4,2021-10-05,Kinh,2022-08-16
CIT-408916,096297825885,Lê Xuân Linh,1997-09-29,Nữ,0798078849,"472 Trần Phú, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",Ninh Bình,Việt Nam,le.xuan.linh568@outlook.com,0563219842,096297825885,Đã kết hôn,Trung học phổ thông,Công nhân,Hà Nội,5,2019-09-12,Thái,2023-06-01
CIT-136829,024003397166,Đặng Văn Mai,2003-05-31,Nam,0568541537,"28 Bà Triệu, Phường Thanh Bình, TP. Hải Dương, Hải Dương",Thừa Thiên Huế,Việt Nam,dang.van.mai828@outlook.com,0367943357,024003397166,Đã kết hôn,Đại học,Lập trình viên,Thừa Thiên Huế,2,2019-09-10,Tày,2022-05-09
CIT-670012,064065219893,Ngô Phương Dũng,1965-10-31,Nam,0984120697,"464 Cách Mạng Tháng 8, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",Nghệ An,Việt Nam,ngo.phuong.dung327@hotmail.com,0889567403,064065219893,Ly hôn,Tiến sĩ,Kinh doanh tự do,Thanh Hóa,1,2018-12-19,Mường,2023-10-30
CIT-759007,051063173274,Hồ Xuân Long,1963-08-02,Nam,0863340586,"222 Nguyễn Văn Cừ, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",TP. Hồ Chí Minh,Việt Nam,ho.xuan.long855@protonmail.com,0827545014,051063173274,Ly hôn,Cao đẳng,Nông dân,An Giang,1,2022-10-08,H'Mông,2024-12-26
CIT-183091,015074254320,Hoàng Thùy Bình,1974-09-23,Nam,0598722075,"108 Hai Bà Trưng, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Hà Nội,Việt Nam,hoang.thuy.binh889@outlook.com,0909773717,015074254320,Góa,Đại học,Bác sĩ,Thừa Thiên Huế,5,2020-05-22,Khmer,2024-03-08
CIT-594087,067291195195,Lê Anh Thảo,1991-07-05,Nam,0967353851,"4 Lê Văn Sỹ, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đồng Nai,Việt Nam,le.anh.thao575@yahoo.com,0828342238,067291195195,Độc thân,Trung học phổ thông,Kinh doanh tự do,Bình Dương,5,2021-01-08,Tày,2023-03-31
CIT-354508,083275503671,Hoàng Thanh Uyên,1975-07-25,Nữ,0933910582,"440 Điện Biên Phủ, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",Đồng Nai,Việt Nam,hoang.thanh.uyen58@hotmail.com,0864572968,083275503671,Ly hôn,Tiến sĩ,Nhân viên văn phòng,Đồng Nai,1,2015-09-07,Tày,2024-08-04
CIT-677504,083190178483,Phạm Ngọc Uyên,1990-01-07,Nữ,0941379923,"404 Nguyễn Trãi, Xã An Sơn, Huyện Nam Sách, Hải Dương",TP. Hồ Chí Minh,Việt Nam,pham.ngoc.uyen340@hotmail.com,0865871327,083190178483,Góa,Tiến sĩ,Kế toán,Thừa Thiên Huế,3,2022-04-13,Kinh,2023-08-24
CIT-927027,096081377157,Trần Thị Phúc,1981-05-19,Nữ,0837706371,"431 Phan Đình Phùng, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",Thanh Hóa,Việt Nam,tran.thi.phuc305@hotmail.com,0818234911,096081377157,Góa,Cao đẳng,Kế toán,Bình Dương,5,2016-12-31,Khmer,2022-05-25
CIT-660630,060284369360,Hồ Đức Long,1984-06-01,Nữ,0941486663,"123 Tô Hiến Thành, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Bắc Ninh,Việt Nam,ho.duc.long597@protonmail.com,0823678648,060284369360,Góa,Đại học,Kỹ sư,Đồng Nai,3,2015-04-09,Nùng,2023-10-24
CIT-356837,094065236337,Phạm Văn Châu,1965-10-10,Nam,0395048742,"444 Cách Mạng Tháng 8, Phường Châu Phú A, TP. Châu Đốc, An Giang",Cần Thơ,Việt Nam,pham.van.chau254@hotmail.com,0931894914,094065236337,Ly hôn,Tiến sĩ,Giáo viên,TP. Hồ Chí Minh,4,2022-07-22,Kinh,2022-08-28
CIT-947371,045269878397,Huỳnh Xuân Hùng,1969-04-09,Nam,0857772965,"326 Điện Biên Phủ, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",Đồng Nai,Việt Nam,huynh.xuan.hung524@outlook.com,0366348075,045269878397,Góa,Đại học,Kinh doanh tự do,Ninh Bình,3,2022-10-25,Khmer,2023-08-29
CIT-126652,034285385712,Huỳnh Thùy Mai,1985-06-29,Nữ,0855026372,"227 Đinh Tiên Hoàng, Phường Lam Sơn, TP. Thanh Hóa, Thanh Hóa",Hải Dương,Việt Nam,huynh.thuy.mai897@hotmail.com,0364762393,034285385712,Ly hôn,Cao đẳng,Nhân viên văn phòng,Cần Thơ,5,2024-07-26,Nùng,2024-01-22
CIT-896191,045102812480,Lê Phương Bình,2002-04-10,Nam,0916256890,"323 Hai Bà Trưng, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",Đà Nẵng,Việt Nam,le.phuong.binh853@hotmail.com,0985955926,045102812480,Ly hôn,Đại học,Bác sĩ,TP. Hồ Chí Minh,1,2015-06-15,H'Mông,2022-10-05
CIT-312316,062294485731,Vũ Thanh Nga,1994-04-26,Nam,0586036277,"350 Trường Chinh, Phường 11, Quận Bình Thạnh, TP. Hồ Chí Minh",Bình Dương,Việt Nam,vu.thanh.nga805@yahoo.com,0835793768,062294485731,Độc thân,Cao đẳng,Kế toán,Nghệ An,1,2018-04-01,Nùng,2022-02-15
CIT-678475,082067862706,Bùi Thành Châu,1967-11-24,Nam,0893764314,"299 Nguyễn Văn Cừ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",TP. Hồ Chí Minh,Việt Nam,bui.thanh.chau290@outlook.com,0812485465,082067862706,Đã kết hôn,Cao đẳng,Bác sĩ,Hưng Yên,2,2019-07-24,Kinh,2022-06-26
