ho_so_id,ref_id,ten_chu_ho_so,val_02,loai_ho_so,co_quan_tiep_nhan,ngay_nop,han_giai_quyet,trang_thai_xu_ly,ext_info,code_x,so_bao_hiem,phi_ho_so,nhan_vien_xu_ly,dia_chi_lien_lac,meta_addr,so_ho_khau,kenh_tiep_nhan,ket_qua_xu_ly,updated_at
ADM-135073,002084632304,Hồ Trung Giang,0335607904,Ly hôn,UBND Quận Bình Thạnh,2021-07-19,2021-09-15,Đang xử lý,ho.trung.giang405@protonmail.com,002084632304,4771511833,50000,NV-605955,"19 Lê Văn Sỹ, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế","297 Nguyễn Văn Cừ, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình",024/893488,Trực tiếp,Chấp thuận,2023-05-13
ADM-896284,056290391174,Đặng Thanh Lan,0792597440,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2021-05-04,2021-06-06,Từ chối,dang.thanh.lan623@outlook.com,056290391174,6987414478,0,NV-299740,"34 Lý Thường Kiệt, Phường Văn Chương, Quận Đống Đa, Hà Nội","218 Hai Bà Trưng, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",086/286548,Qua đại lý,Từ chối,2024-07-04
ADM-237760,048393712983,Dương Minh Thảo,0395098434,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2022-06-07,2022-07-17,Hoàn thành,duong.minh.thao483@hotmail.com,048393712983,4451145076,50000,NV-290019,"42 Bà Triệu, Phường Lam Sơn, TP. Thanh Hóa, Thanh Hóa","354 Phan Đình Phùng, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",094/491027,Trực tiếp,Đang xem xét,2022-07-23
ADM-641552,048267419567,Lê Minh Phúc,0568396912,Ly hôn,Sở Tư pháp TP.HCM,2024-05-21,2024-07-18,Từ chối,le.minh.phuc749@protonmail.com,048267419567,7444483988,50000,NV-227945,"46 Hoàng Văn Thụ, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng","346 Hoàng Diệu, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế",011/105754,Bưu điện,Từ chối,2023-11-23
ADM-734523,072064059950,Dương Thị Yến,0782401455,Đăng ký kinh doanh,UBND Quận Bình Thạnh,2023-04-03,2023-05-22,Hoàn thành,duong.thi.yen463@protonmail.com,072064059950,3440856406,0,NV-382985,"157 Hoàng Diệu, Phường Nam Đồng, Quận Đống Đa, Hà Nội","319 Lê Văn Sỹ, Xã Nam Trung, Huyện Nam Sách, Hải Dương",001/289118,Trực tiếp,Chấp thuận,2022-02-04
ADM-899465,058102760547,Huỳnh Thị Sơn,0989949374,Ly hôn,UBND Quận 1,2023-05-11,2023-05-28,Từ chối,huynh.thi.son262@protonmail.com,058102760547,3411203252,50000,NV-502390,"403 Lê Văn Sỹ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình","412 Lý Thường Kiệt, Xã Bình Mỹ, Huyện Châu Phú, An Giang",025/942569,Qua đại lý,Đang xem xét,2022-01-18
ADM-585670,044399395300,Đỗ Quốc Hà,0911186509,Đăng ký kết hôn,Sở Kế hoạch và Đầu tư Hà Nội,2024-12-17,2025-01-13,Hoàn thành,do.quoc.ha96@protonmail.com,044399395300,3640726331,200000,NV-946528,"150 Hoàng Văn Thụ, Xã Đồng Lạc, Huyện Nam Sách, Hải Dương","347 Nguyễn Trãi, Phường An Thới, Quận Bình Thủy, Cần Thơ",084/295150,Online,Chấp thuận,2023-12-29
ADM-374633,012068488949,Hồ Văn Hà,0594632982,Đăng ký kinh doanh,UBND Quận 1,2021-07-19,2021-09-02,Từ chối,ho.van.ha781@gmail.com,012068488949,4065338453,0,NV-823433,"287 Hoàng Văn Thụ, Phường Lái Thiêu, Huyện Thuận An, Bình Dương","21 Cách Mạng Tháng 8, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",015/944081,Online,Từ chối,2022-06-14
ADM-712324,010264070687,Lý Ngọc Hà,0583162655,Khai sinh,UBND Huyện Gia Lâm,2024-03-11,2024-05-08,Chờ bổ sung hồ sơ,ly.ngoc.ha684@protonmail.com,010264070687,1608418538,100000,NV-685835,"383 Lê Văn Sỹ, Xã Bình Hưng, Huyện Bình Chánh, TP. Hồ Chí Minh","438 Nam Kỳ Khởi Nghĩa, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",070/666478,Bưu điện,Chấp thuận,2023-03-24
ADM-598320,093161746070,Lê Xuân Việt,0818708177,Đăng ký kết hôn,Sở Tư pháp TP.HCM,2022-05-03,2022-06-22,Chờ bổ sung hồ sơ,le.xuan.viet574@yahoo.com,093161746070,8665850753,200000,NV-348558,"77 Cách Mạng Tháng 8, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang","241 Hoàng Văn Thụ, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",042/624622,Bưu điện,Chấp thuận,2024-11-28
ADM-907397,049166062551,Nguyễn Đức Toàn,0789077562,Chứng minh nhân dân,UBND Quận Bình Thạnh,2022-08-03,2022-09-16,Chờ bổ sung hồ sơ,nguyen.duc.toan419@gmail.com,049166062551,7457448692,200000,NV-131644,"12 Nguyễn Văn Cừ, Phường Bắc Sơn, TP. Sầm Sơn, Thanh Hóa","296 Bà Triệu, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",002/292988,Online,Chấp thuận,2024-10-17
ADM-597143,080003935097,Đặng Quốc Yến,0915173543,Đăng ký kết hôn,UBND Huyện Gia Lâm,2024-02-25,2024-03-24,Từ chối,dang.quoc.yen954@outlook.com,080003935097,5202115936,50000,NV-791659,"339 Cách Mạng Tháng 8, Phường 22, Quận Bình Thạnh, TP. Hồ Chí Minh","394 Trường Chinh, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",040/460841,Online,Chấp thuận,2024-01-21
ADM-325603,022095531707,Phạm Phương Bình,0791720936,Ly hôn,Sở Tư pháp Hà Nội,2021-06-09,2021-06-20,Hoàn thành,pham.phuong.binh896@hotmail.com,022095531707,5486528386,0,NV-595608,"466 Phan Đình Phùng, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế","317 Hoàng Văn Thụ, Xã An Sơn, Huyện Nam Sách, Hải Dương",006/962260,Trực tiếp,Từ chối,2022-06-09
ADM-391396,082162961691,Lê Văn Lan,0563794199,Ly hôn,UBND TP. Hà Nội,2023-08-31,2023-09-09,Chờ bổ sung hồ sơ,le.van.lan251@outlook.com,082162961691,6871276406,50000,NV-506917,"228 Trường Chinh, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh","20 Trần Phú, Phường Cải Đan, TP. Sông Công, Thái Nguyên",094/115932,Online,Đang xem xét,2023-03-19
ADM-427211,027361078364,Phan Bảo Việt,0819044884,Đăng ký kết hôn,Sở Kế hoạch và Đầu tư Hà Nội,2024-04-27,2024-06-23,Đang xử lý,phan.bao.viet220@yahoo.com,027361078364,2588264734,100000,NV-110027,"63 Trần Phú, Phường Lam Sơn, TP. Hưng Yên, Hưng Yên","76 Võ Thị Sáu, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",064/678216,Qua đại lý,Đang xem xét,2022-05-01
ADM-462242,080381221702,Lý Anh Yến,0985612500,Hộ chiếu,Sở Tư pháp Hà Nội,2023-05-06,2023-06-17,Đang xử lý,ly.anh.yen905@hotmail.com,080381221702,2336180460,100000,NV-527118,"464 Võ Thị Sáu, Xã An Đồng, Huyện An Dương, Hải Phòng","20 Điện Biên Phủ, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên",042/966899,Trực tiếp,Chấp thuận,2024-06-24
ADM-647203,002283007760,Phạm Thị Long,0835545093,Hộ chiếu,Sở Tư pháp TP.HCM,2024-07-17,2024-07-25,Hoàn thành,pham.thi.long12@yahoo.com,002283007760,9689867419,200000,NV-529086,"470 Hai Bà Trưng, Phường Mỹ Xuyên, TP. Long Xuyên, An Giang","469 Bà Triệu, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",094/975478,Trực tiếp,Chấp thuận,2023-09-28
ADM-785522,049391996557,Bùi Minh Yến,0392925655,Khai tử,Sở Tư pháp Hà Nội,2022-02-02,2022-02-15,Đang xử lý,bui.minh.yen100@protonmail.com,049391996557,6773803830,100000,NV-424347,"67 Điện Biên Phủ, Xã Nam Trung, Huyện Nam Sách, Hải Dương","287 Lê Lợi, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",060/910954,Online,Đang xem xét,2024-01-28
ADM-708917,034096792037,Đỗ Thanh Phúc,0594483717,Khai tử,Sở Tư pháp TP.HCM,2021-06-23,2021-08-19,Từ chối,do.thanh.phuc677@yahoo.com,034096792037,8145767087,200000,NV-249001,"228 Trường Chinh, Phường Hưng Bình, TP. Vinh, Nghệ An","361 Hoàng Diệu, Phường Lái Thiêu, Huyện Thuận An, Bình Dương",062/957174,Qua đại lý,Chấp thuận,2023-07-08
ADM-861938,049385451702,Huỳnh Anh Yến,0788320404,Đăng ký kết hôn,UBND Huyện Gia Lâm,2021-11-21,2022-01-18,Chờ bổ sung hồ sơ,huynh.anh.yen199@gmail.com,049385451702,7023812071,100000,NV-435545,"364 Phan Đình Phùng, Phường Ninh Khánh, TP. Ninh Bình, Ninh Bình","177 Bà Triệu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",096/540488,Online,Chấp thuận,2022-02-05
ADM-429074,038360620403,Hoàng Xuân Dũng,0826047343,Hộ chiếu,UBND Quận 1,2024-02-15,2024-03-11,Từ chối,hoang.xuan.dung93@protonmail.com,038360620403,9177035390,100000,NV-742544,"252 Lê Văn Sỹ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","433 Lý Thường Kiệt, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh",083/891784,Trực tiếp,Chấp thuận,2023-03-08
ADM-896877,042267994812,Bùi Văn Nga,0337337099,Khai sinh,Sở Tư pháp TP.HCM,2023-11-23,2023-11-30,Chờ bổ sung hồ sơ,bui.van.nga350@gmail.com,042267994812,6970019031,200000,NV-788744,"62 Nguyễn Huệ, Xã Đặng Cương, Huyện An Dương, Hải Phòng","111 Bà Triệu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",026/892465,Qua đại lý,Chấp thuận,2022-03-27
ADM-965916,024075821540,Hoàng Đức Hà,0936963947,Giấy phép xây dựng,UBND Quận Hoàn Kiếm,2023-03-04,2023-04-23,Từ chối,hoang.duc.ha641@yahoo.com,024075821540,1550619144,0,NV-471315,"441 Nguyễn Trãi, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên","275 Đinh Tiên Hoàng, Xã Phú Cường, Huyện Đại Từ, Thái Nguyên",058/392277,Bưu điện,Chấp thuận,2023-05-06
ADM-333516,017182427233,Lê Anh Châu,0391266545,Giấy phép xây dựng,UBND Quận 1,2022-07-08,2022-08-26,Đang xử lý,le.anh.chau961@protonmail.com,017182427233,5003764778,200000,NV-803877,"52 Nguyễn Trãi, Phường Văn Chương, Quận Đống Đa, Hà Nội","166 Lê Lợi, Phường An Phú, Huyện Thuận An, Bình Dương",012/746920,Trực tiếp,Chấp thuận,2022-06-02
ADM-186098,010370406222,Dương Xuân Dũng,0921382194,Đăng ký kinh doanh,UBND Quận 1,2024-01-02,2024-02-25,Đang xử lý,duong.xuan.dung702@yahoo.com,010370406222,7734439437,100000,NV-478230,"319 Võ Thị Sáu, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","278 Nam Kỳ Khởi Nghĩa, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",086/176111,Online,Chấp thuận,2022-10-24
ADM-158345,001084720088,Dương Thành Mai,0703856005,Đăng ký kết hôn,UBND Quận 1,2023-05-25,2023-06-22,Đang xử lý,duong.thanh.mai396@protonmail.com,001084720088,7576369011,100000,NV-861647,"299 Hai Bà Trưng, Xã Lạc Đạo, Huyện Văn Lâm, Hưng Yên","338 Trường Chinh, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa",046/572837,Qua đại lý,Đang xem xét,2023-04-30
ADM-153660,058275796016,Nguyễn Thành Sơn,0838350715,Chứng minh nhân dân,Sở Kế hoạch và Đầu tư Hà Nội,2024-02-18,2024-03-19,Từ chối,nguyen.thanh.son71@protonmail.com,058275796016,9475233058,0,NV-656573,"499 Hoàng Diệu, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng","260 Hoàng Diệu, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",066/498081,Bưu điện,Chấp thuận,2023-02-04
ADM-341991,012197989605,Trần Ngọc Tâm,0927766833,Giấy phép lái xe,Sở Tư pháp TP.HCM,2024-07-14,2024-08-17,Chờ bổ sung hồ sơ,tran.ngoc.tam181@yahoo.com,012197989605,7660855163,200000,NV-445029,"241 Điện Biên Phủ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình","36 Nguyễn Văn Cừ, Phường An Thới, Quận Bình Thủy, Cần Thơ",001/250007,Online,Từ chối,2022-03-10
ADM-903249,070169392221,Hồ Xuân Nam,0823790398,Hộ chiếu,UBND Quận 1,2023-06-22,2023-07-02,Đang xử lý,ho.xuan.nam202@gmail.com,070169392221,2177819935,0,NV-947827,"457 Bà Triệu, Xã Thủy Thanh, TX. Hương Thủy, Thừa Thiên Huế","126 Đinh Tiên Hoàng, Phường Trường Sơn, TP. Sầm Sơn, Thanh Hóa",038/858570,Trực tiếp,Đang xem xét,2024-03-02
ADM-748888,035261268015,Phạm Thị Nam,0708916027,Hộ chiếu,Sở Tư pháp Hà Nội,2021-05-17,2021-06-10,Hoàn thành,pham.thi.nam490@yahoo.com,035261268015,1043874227,100000,NV-308056,"397 Lê Văn Sỹ, Phường Lê Mao, TP. Vinh, Nghệ An","95 Trường Chinh, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",034/799523,Trực tiếp,Đang xem xét,2024-01-21
ADM-529912,004074816974,Đặng Trung Sơn,0913337393,Chứng minh nhân dân,UBND Quận Bình Thạnh,2021-12-06,2022-01-22,Hoàn thành,dang.trung.son907@yahoo.com,004074816974,7472598016,100000,NV-405082,"161 Lê Văn Sỹ, Xã Chỉ Đạo, Huyện Văn Lâm, Hưng Yên","249 Bà Triệu, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",014/776033,Qua đại lý,Đang xem xét,2023-06-01
ADM-171207,024263294620,Dương Quốc Châu,0379129314,Chứng minh nhân dân,UBND Quận 1,2021-06-01,2021-07-10,Chờ bổ sung hồ sơ,duong.quoc.chau699@outlook.com,024263294620,8350122905,0,NV-582626,"213 Đinh Tiên Hoàng, Phường Thắng Lợi, TP. Sông Công, Thái Nguyên","337 Trần Phú, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình",020/277763,Bưu điện,Chấp thuận,2024-06-23
ADM-999643,092177101295,Bùi Thành Nga,0702231430,Hộ chiếu,UBND Quận Hoàn Kiếm,2024-01-31,2024-02-13,Đang xử lý,bui.thanh.nga318@outlook.com,092177101295,8952534873,50000,NV-543633,"223 Nguyễn Văn Cừ, Phường Vĩnh Mỹ, TP. Châu Đốc, An Giang","172 Phan Đình Phùng, Xã Khánh Hòa, Huyện Châu Phú, An Giang",015/853478,Trực tiếp,Chấp thuận,2024-04-06
ADM-964358,002188677597,Đặng Trung Việt,0792222643,Chứng minh nhân dân,UBND Huyện Gia Lâm,2021-07-30,2021-08-20,Hoàn thành,dang.trung.viet103@yahoo.com,002188677597,1747171966,100000,NV-623245,"190 Trần Phú, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội","139 Phan Đình Phùng, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",096/891946,Qua đại lý,Từ chối,2024-04-22
ADM-198157,024174434243,Lý Bảo An,0583618214,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2022-07-29,2022-09-24,Chờ bổ sung hồ sơ,ly.bao.an131@yahoo.com,024174434243,2333781578,100000,NV-965305,"62 Bà Triệu, Phường Quang Trung, TP. Thái Nguyên, Thái Nguyên","293 Đinh Tiên Hoàng, Phường Hà Huy Tập, TP. Vinh, Nghệ An",070/460238,Qua đại lý,Đang xem xét,2023-10-29
ADM-417025,012183262958,Hồ Trung Bình,0924612489,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2021-09-29,2021-11-18,Đang xử lý,ho.trung.binh270@yahoo.com,012183262958,8970586493,200000,NV-509699,"164 Nguyễn Trãi, Phường Cao Thắng, TP. Hạ Long, Quảng Ninh","427 Võ Thị Sáu, Phường Quang Trung, TP. Vinh, Nghệ An",001/864062,Qua đại lý,Từ chối,2022-01-02
ADM-514628,012167693347,Nguyễn Anh Yến,0324758722,Giấy phép lái xe,UBND Quận 1,2023-10-04,2023-10-26,Hoàn thành,nguyen.anh.yen943@outlook.com,012167693347,7761401626,0,NV-269633,"257 Bà Triệu, Phường Châu Khê, TP. Từ Sơn, Bắc Ninh","107 Cách Mạng Tháng 8, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh",092/199468,Qua đại lý,Chấp thuận,2022-02-18
ADM-954274,002187960025,Đặng Phương Nga,0851962201,Giấy phép lái xe,UBND Quận Hoàn Kiếm,2022-05-24,2022-07-17,Chờ bổ sung hồ sơ,dang.phuong.nga71@outlook.com,002187960025,9158047220,100000,NV-574955,"294 Võ Thị Sáu, Phường An Thới, Quận Bình Thủy, Cần Thơ","322 Hoàng Văn Thụ, Phường An Bình, Quận Ninh Kiều, Cần Thơ",020/617301,Qua đại lý,Đang xem xét,2024-02-03
ADM-344408,077270129413,Bùi Đức Xuân,0791155494,Chứng minh nhân dân,Sở Tư pháp TP.HCM,2022-07-10,2022-08-06,Hoàn thành,bui.duc.xuan440@protonmail.com,077270129413,6828626071,50000,NV-547555,"300 Hoàng Văn Thụ, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội","190 Hoàng Diệu, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",011/312007,Qua đại lý,Đang xem xét,2023-07-01
ADM-968359,001290993782,Huỳnh Bảo Thảo,0892336528,Khai tử,UBND TP. Hà Nội,2021-12-30,2022-02-23,Hoàn thành,huynh.bao.thao429@hotmail.com,001290993782,1099268973,50000,NV-250121,"477 Trường Chinh, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa","436 Bà Triệu, Xã Tiên Hội, Huyện Đại Từ, Thái Nguyên",070/427538,Trực tiếp,Đang xem xét,2023-01-14
ADM-356286,051001517821,Dương Trung Mai,0595443488,Ly hôn,UBND Huyện Gia Lâm,2023-02-23,2023-03-18,Chờ bổ sung hồ sơ,duong.trung.mai99@protonmail.com,051001517821,8903587741,50000,NV-327531,"259 Lý Thường Kiệt, Xã Đồng Lạc, Huyện Nam Sách, Hải Dương","140 Lý Thường Kiệt, Phường Hưng Bình, TP. Vinh, Nghệ An",036/538994,Bưu điện,Từ chối,2023-09-23
ADM-956547,002176189403,Bùi Thị Sơn,0814887679,Ly hôn,UBND Quận 1,2023-07-11,2023-08-18,Đang xử lý,bui.thi.son920@yahoo.com,002176189403,2640277179,200000,NV-768429,"186 Lý Thường Kiệt, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên","230 Lê Lợi, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",096/460269,Online,Chấp thuận,2022-02-23
ADM-356292,092177083356,Trần Hữu Long,0765255255,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2022-10-16,2022-12-15,Chờ bổ sung hồ sơ,tran.huu.long929@hotmail.com,092177083356,9645418109,100000,NV-939579,"296 Nguyễn Trãi, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ","51 Tô Hiến Thành, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",045/159131,Bưu điện,Chấp thuận,2022-05-04
ADM-852891,084263992003,Hoàng Hữu Bình,0786431355,Chứng minh nhân dân,Sở Tư pháp TP.HCM,2024-07-15,2024-09-06,Chờ bổ sung hồ sơ,hoang.huu.binh974@yahoo.com,084263992003,5933035595,0,NV-896150,"400 Phạm Văn Đồng, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai","71 Hoàng Văn Thụ, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",027/946531,Bưu điện,Từ chối,2024-04-22
ADM-839049,052202953292,Vũ Quốc Long,0931656830,Đăng ký kết hôn,UBND Huyện Gia Lâm,2023-12-09,2023-12-26,Hoàn thành,vu.quoc.long528@outlook.com,052202953292,7292314569,0,NV-169067,"412 Tô Hiến Thành, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương","72 Điện Biên Phủ, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa",095/464010,Online,Từ chối,2022-12-01
ADM-476924,017001382666,Trần Thanh Nam,0392511208,Chứng minh nhân dân,Sở Tư pháp Hà Nội,2021-03-16,2021-05-15,Chờ bổ sung hồ sơ,tran.thanh.nam89@protonmail.com,017001382666,9270859425,50000,NV-480270,"308 Điện Biên Phủ, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh","287 Lý Thường Kiệt, Phường Sao Đỏ, TP. Chí Linh, Hải Dương",026/709967,Bưu điện,Đang xem xét,2024-05-18
ADM-366323,093163859331,Nguyễn Xuân Sơn,0979962051,Đăng ký kinh doanh,Sở Tư pháp Hà Nội,2021-11-18,2021-12-07,Chờ bổ sung hồ sơ,nguyen.xuan.son812@outlook.com,093163859331,7999313975,200000,NV-120266,"26 Hai Bà Trưng, Phường An Thới, Quận Bình Thủy, Cần Thơ","403 Võ Thị Sáu, Xã An Sơn, Huyện Nam Sách, Hải Dương",087/155918,Online,Từ chối,2024-08-01
ADM-357157,060100245219,Đặng Phương Uyên,0701681596,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2021-07-26,2021-08-15,Đang xử lý,dang.phuong.uyen806@hotmail.com,060100245219,5757667936,50000,NV-869995,"272 Nam Kỳ Khởi Nghĩa, Phường Nhân Hòa, TX. Mỹ Hào, Hưng Yên","73 Hoàng Văn Thụ, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",002/378415,Online,Từ chối,2022-09-15
ADM-315282,042290662400,Hồ Minh Tuấn,0906717440,Chứng minh nhân dân,Sở Kế hoạch và Đầu tư Hà Nội,2022-04-12,2022-04-29,Từ chối,ho.minh.tuan372@hotmail.com,042290662400,6328757106,0,NV-506555,"71 Nguyễn Huệ, Phường Nghi Hải, TX. Cửa Lò, Nghệ An","275 Nguyễn Huệ, Phường Quang Trung, TP. Thái Nguyên, Thái Nguyên",075/109104,Online,Đang xem xét,2023-12-19
ADM-572875,070178696041,Phạm Văn Uyên,0987406879,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2021-02-15,2021-03-11,Chờ bổ sung hồ sơ,pham.van.uyen605@outlook.com,070178696041,2228530137,200000,NV-730980,"78 Hoàng Diệu, Phường Quang Trung, TP. Vinh, Nghệ An","3 Trần Phú, Phường Vĩnh Thanh Vân, TP. Rạch Giá, Kiên Giang",046/432541,Bưu điện,Từ chối,2024-01-26
ADM-289183,096294446116,Trần Văn Uyên,0864927035,Khai tử,UBND Quận 1,2024-08-22,2024-09-30,Đang xử lý,tran.van.uyen468@gmail.com,096294446116,5614689696,50000,NV-298547,"367 Lê Văn Sỹ, Phường Trần Phú, TP. Hải Dương, Hải Dương","421 Trường Chinh, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",026/381548,Qua đại lý,Chấp thuận,2024-04-09
ADM-252387,017292860548,Vũ Thanh Sơn,0387713592,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2023-06-09,2023-08-02,Đang xử lý,vu.thanh.son252@outlook.com,017292860548,7490105601,100000,NV-254205,"315 Tô Hiến Thành, Xã An Sơn, Huyện Nam Sách, Hải Dương","99 Lê Văn Sỹ, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế",064/862477,Bưu điện,Đang xem xét,2023-09-17
ADM-752748,019291948555,Nguyễn Anh Yến,0338053985,Đăng ký kết hôn,UBND Quận Bình Thạnh,2022-05-03,2022-06-17,Đang xử lý,nguyen.anh.yen640@hotmail.com,019291948555,7612380120,200000,NV-494016,"166 Phan Đình Phùng, Phường Nghi Thu, TX. Cửa Lò, Nghệ An","344 Trường Chinh, Phường Sao Đỏ, TP. Chí Linh, Hải Dương",004/938816,Online,Đang xem xét,2023-11-12
